,license,location,pmcid,pmid,doi,doi_link,pubdate,source,number,text,type of citation intent (CURATION),"Intent (creation, used, mention)",software,version,ID,curation_label,type of citation intent,label
178,comm,comm/Front_Immunol/PMC5600903.nxml,5600903,28955327.0,10.3389/fimmu.2017.01071,,2017,Caveats and Limitations,44,"Our linear modeling with DESeq2 employs appropriate FDR correction, but we choose to accept higher than “standard” p-values associated with LFC because of the direct connection between candidate genes and independently observed immune phenotypes",Results: Software used,used,DESeq2,,SM5912,software,,1
179,comm,comm/PLoS_One/PMC7182254.nxml,7182254,32330173.0,10.1371/journal.pone.0231778,,2020,2.4. Statistics,23,"Statistical analyses and plots were produced in the R environment [33], with the packages “OpenAir” [34] and “ggplot2” [35].",Results: Software used,used,R,,SM3,software,,1
180,comm,comm/Biotechnol_Biofuels/PMC8056674.nxml,8056674,33874976.0,10.1186/s13068-021-01948-4,,2021,Differential expression and enrichment analysis,96,"Using the lists of DE genes and functional annotation as inputs, topGO compared the number of DEGs in each category with the expected number of genes for the whole transcriptome",Results: Software used,used,topGO,,SM6649,software,,1
181,comm,comm/Autom_Exp/PMC2813846.nxml,2813846,20119518.0,10.1186/1759-4499-2-1,,2010,Towards the full automation of scientific discovery,3,"AM was an Automated Mathematician, a heuristic artificial intelligence program that modelled mathematical discovery in the mid 1970s [5]",Background: About software,mention,AM,,SM23595,software,,2
182,comm,comm/BMC_Public_Health/PMC3231906.nxml,3231906,21501451.0,10.1186/1471-2458-11-S3-S32,,2011,Calculating the effects of intermediate health outcomes on mortality,71,Within LiST however the risks for mortality vis-à-vis stunting are defined in terms of the following four bands on the international normal distribution for height for age:,Background: About software,mention,LiST,,SM22304,software,,2
184,comm,comm/Bull_World_Health_Organ/PMC7856354.nxml,7856354,33551507.0,10.2471/BLT.19.243907,,2021,Methods,11,"The analysis was conducted using LimeSurvey’s built-in statistical functions and Microsoft Excel 2010 with the Analysis ToolPak (Microsoft Corporation, Redmond, USA)",Results: Software used,used,Excel,2010,SM201,software,,1
185,comm,comm/Oncotarget/PMC8169072.nxml,8169072,34084282.0,10.18632/oncotarget.27963,,2021,Co-localization analysis,31,The obtained values were plotted in Sigma Plot 10.2 and statistical analyses were carried out.,Results: Software used,used,Sigma Plot,10.2,SM500,software,,1
186,comm,comm/Acta_Crystallogr_D_Biol_Crystallogr/PMC3322598.nxml,3322598,22505259.0,10.1107/S090744491104978X,,2012,fig_caption,1,"Of the three interfaces, interface 1 involves the most extensive interactions, with a buried suface area of 1569 Å2 (compared with 541 Å2 for interface 2 and 276 Å2 for interface 3; the buried surface areas were computed with the PDBePISA server)",Results: Software used,used,PDBePISA,,SM9743,software,,1
187,comm,comm/Brain_Behav/PMC5036437.nxml,5036437,27688944.0,10.1002/brb3.518,,2016,Longitudinal consistency,42,"On a longitudinal data set of patients with MS (data set 3), the correlation between whole‐brain atrophy measurements obtained with MSmetrix‐long and SIENA is relatively high, with a Pearson correlation coefficient equal to 0.91 and an intraclass correlation coefficient of 0.90",Results: Software used,used,SIENA,,SM30679,software,,1
188,comm,comm/J_Biol_Chem/PMC7974028.nxml,7974028,33600795.0,10.1016/j.jbc.2021.100419,,2021,BMDC penetration assay,44,The data were acquired on LSR Fortessa (BD Biosciences) flow cytometer running Diva 8 software and analyzed with FlowJo 10.6.2 (BD Biosciences).,Results: Software used,used,Diva,8,SM4499,software,,1
189,comm,comm/PLoS_Comput_Biol/PMC1885275.nxml,1885275,17542641.0,10.1371/journal.pcbi.0030100,,2007,Dynamic causal modelling.,37,"DCM, therefore, can also be regarded as more general, with the general linear model analysis being a specific situation in which the interaction parameters (first and second sets) are assumed to be zero.",Background: About software,mention,DCM,,SM5175,software,,2
190,comm,comm/Sci_Rep/PMC5638828.nxml,5638828,29026137.0,10.1038/s41598-017-12066-3,,2017,Data analysis,13,"Statistical analyses were performed with SPSS16.0 (SPSS Inc., Chicago, Illinois, USA), and graphs were created using GraphPad Prism, version 5.0 (GraphPad Software Inc., San Diego, California, USA).",Results: Software used,used,GraphPad,,SM46,software,,1
191,comm,comm/BMC_Proc/PMC2795907.nxml,2795907,20018000.0,,,2009,,14,"Again, we note a striking lack of agreement between calls resulting from CNAM and GADA.",Results: Software usage in comparison,used,GADA,,SM71297,software,,1
192,comm,comm/Cureus/PMC7430542.nxml,7430542,32821576.0,10.7759/cureus.9227,,2020,paper_abstract,0,"The statistical analysis of data was performed with the Statistical Package for the Social Sciences (SPSS) for Windows, Version 13.0 (SPSS Inc, Chicago, IL)",Results: Software used,used,Statistical Package for the Social Sciences (SPSS),,SM4219,software,,1
193,comm,comm/FEBS_Open_Bio/PMC7396444.nxml,7396444,32569434.0,10.1002/2211-5463.12913,,2020,Statistical analysis,36,"All statistical analyses were performed using the graphpad prism 8.0 (GraphPad Software Inc., San Diego, CA, USA) and spss 19.0 software (SPSS, Chicago, IL, USA).",Results: Software used,used,GraphPad,,SM46,software,,1
195,comm,comm/PLoS_One/PMC4972368.nxml,4972368,27487029.0,10.1371/journal.pone.0160520,,2016,Discussion,41,"We found inflammatory processes and TNF signaling were significantly associated with sALS group-specific gene expression changes (IPA) using independent exploratory DEG tests (Cuffdiff2, DESeq2, and EdgeR) and an unsupervised gene network analysis (WGCNA)",Results: Software used,used,Cuffdiff2,,SM24440,software,,1
196,comm,comm/Microorganisms/PMC7285296.nxml,7285296,32429503.0,10.3390/microorganisms8050751,,2020,2.4. Statistical Analysis,6,"The vegan package in R (http://vegan.r-forge.r-project.org/) was used to rarefy the 28 bacterial microbiomes and to quantify alpha (Shannon diversity, Simpson index, and Observed number of genera) and beta diversity indices",Results: Software used,used,vegan,,SM745,software,,1
197,comm,comm/Clin_Exp_Dent_Res/PMC6305924.nxml,6305924,30603107.0,10.1002/cre2.139,,2018,Processing of bacterial 16S rRNA gene sequence data,10,"Using USEARCH (version 9.2), sequences were merged and filtered to remove poor‐quality sequences, singletons, and sequences <350 base pairs (bp)",Results: Software used,used,USEARCH,,SM5133,software,,1
198,comm,comm/Commun_Biol/PMC7018711.nxml,7018711,32054967.0,10.1038/s42003-020-0779-6,,2020,Skull size data and evolutionary rates,31,"To generate this consensus the branch lengths for all trees were substituted with the mean rate scalars, then the mean branch lengths from all 100 trees are calculated, ignoring edges that were not present in all trees (using R packages phytools and ggtree)",Results: Software used,used,ggtree,,SM3639,software,,1
199,comm,comm/Sci_Rep/PMC6934623.nxml,6934623,31882797.0,10.1038/s41598-019-56544-2,,2019,fig_caption,3,SimPlot was constructed using a Simplot software version 3.5 with a slide window width of 200 bp and a step size of 20 bp,Results: Software used,used,Simplot,,SM4020,software,,1
0,non_comm,non_comm/Curr_Protoc_Mol_Biol/PMC7781197.nxml,7781197,33351266.0,10.1002/cpmb.131,,2020,CASE STUDIES,38,"A comparison of UltraScan results with SEDFIT results is provided in the “Basics of SV‐AUC Data Analysis in UltraScan and SEDFIT.” All other modeled values presented were extracted using iterative 2DSA (2DSA‐IT) in UltraScan III, with Monte Carlo or genetic algorithm optimization where indicated",,used,SEDFIT,,SM1991,software,Results: Software usage in comparison,1
1,non_comm,non_comm/Biol_Proced_Online/PMC516205.nxml,516205,15361931.0,10.1251/bpo88,,2004,Estimating model parameters,11,"These analyses can also be done using PAML (23), and PAML is necessary for analyzing non-reversible models, but the “unrestricted” model in PAML has many more free parameters than the GTR model, and perhaps because of this over-parameterization it gave ambiguous results",,mention,PAML,,SM4922,software,Background: About software,2
2,non_comm,non_comm/Cell_Rep/PMC7090384.nxml,7090384,32187536.0,10.1016/j.celrep.2020.02.083,,2020,Electrophysiology,101,"One or two CA3 pyramidal cells were then whole-cell voltage clamped using a glass pipette (2.5-3.0 MΩ) filled with internal solution (100 mM KCl, 50 mM K-gluconate, 10 mM HEPES, 4 mM ATP-Mg, 0.3 mM GTP-Na, 0.1 mM EGTA, and 0.4% biocytin, pH 7.4, 300 mOsm) and the holding potential was set at −70 mV using an EPC-10 amplifier [Patchmaster 2 software (HEKA/Harvard Bioscience)]",,used,Patchmaster,2,SM14617,software,Results: Software used,1
3,non_comm,non_comm/Oncol_Lett/PMC8045162.nxml,8045162,33868488.0,10.3892/ol.2021.12711,,2021,Statistical analysis,10,Statistical analyses were performed using SPSS 19.0 (IBM Corp.),,used,SPSS,19,SM165,software,Results: Software used,1
5,non_comm,non_comm/Cell_Rep/PMC7357864.nxml,7357864,31995752.0,10.1016/j.celrep.2019.12.086,,2020,dpErk quantification,44,"ImageJ software was used to draw a 25×25pi circle inside cells in the CySC position (i.e., in very close proximity to the hub) and the mean of fluorescence of the dpErk signal was obtained, followed by a second measure of same area of the most nearby hub cell",,used,ImageJ,,SM25,software,Results: Software used,1
6,non_comm,non_comm/J_Vet_Intern_Med/PMC6766539.nxml,6766539,31397009.0,10.1111/jvim.15577,,2019,Statistical and data analysis,19,"Commercial statistical software packages (MedCalc 15.8 MedCalc Software, Ostend, Belgium; SAS 9.4 release TS1M5, SAS Institute Inc, Cary, North Carolina) were used for all analyses",,used,MedCalc,15.8,SM5482,software,Results: Software used,1
7,non_comm,non_comm/Nucleic_Acids_Res/PMC5716205.nxml,5716205,29036314.0,10.1093/nar/gkx836,,2017,CONCLUSION,49,"Additionally, our approach exceeds miRDeep2’s performance when genome information is available and does so at a significantly lower computational cost",,used,miRDeep2,,SM1666,software,Results: Software usage in comparison,1
8,non_comm,non_comm/Biochemistry/PMC4159212.nxml,4159212,25137435.0,10.1021/bi500693a,,2015,Multiangle Light Scattering,26,The data were analyzed using ASTRA software (Wyatt Technology).,,used,ASTRA,,SM3517,software,Results: Software used,1
9,non_comm,non_comm/Int_J_Biol_Sci/PMC3164151.nxml,3164151,21912509.0,,,2011,Identification of novel cattle miRNAs,18,"We investigated the chromosome locations (BTAU4.0) for the known miRNAs in the MiRBase, searching for the known and novel pre-miRNAs via BLAST analysis",,used,BLAST,,SM501,software,Results: Software used,1
10,non_comm,non_comm/China_CDC_Wkly/PMC8422210.nxml,8422210,34594692.0,10.46234/ccdcw2020.140,,2020,,3,"Annual percent change (APC) and average annual percent change (AAPC) with 95% CIs were calculated by Joinpoint Regression models with Joinpoint software (Depuy Orthopaedics Inc, IN, USA) among total elderly with disabilities and sub-population by age, sex, and residence",,used,Joinpoint,,SM28355,software,Results: Software used,1
12,non_comm,non_comm/Int_J_Nanomedicine/PMC5901201.nxml,5901201,29692610.0,10.2147/IJN.S158585,,2018,In vivo pharmacokinetic studies,14,"The pharmacokinetic parameters, such as the area under the plasma concentration–time curve (AUC), elimination half-life and mean residence time were determined by DAS 3.0 software (Mathematical Pharmacology Professional Committee of China).",,used,DAS,3,SM22828,software,Results: Software used,1
13,non_comm,non_comm/Cell_Rep/PMC6342559.nxml,6342559,30540944.0,10.1016/j.celrep.2018.11.058,,2019,DATA AND SOFTWARE AVAILABILITY,42,"Phylogenetic associations were made using MEGA (Tamura et al., 2013) and PhyML (Guindon et al., 2010)",,used,MEGA,,SM509,software,Results: Software used,1
14,non_comm,non_comm/J_Midlife_Health/PMC6166421.nxml,6166421,30294181.0,10.4103/jmh.JMH_21_18,,2018,MATERIALS AND METHODS,1,"Statistical analysis was then performed with SPSS software version 22 (Armonk, NY: IBM Corp.).",,used,SPSS,,SM165,software,Results: Software used,1
15,non_comm,non_comm/Proc_Natl_Acad_Sci_U_S_A/PMC7959525.nxml,7959525,33067392.0,10.1073/pnas.2004563117,,2020,Preparation of a Dsc/Dsg Heterodimer.,37,"The EC1 domain of Dsc2 was aligned with the corresponding domain in one of the chains of the Dsg2 dimer using PyMOL (Version 2.0; Schrödinger, LLC)",,used,PyMOL,,SM707,software,Results: Software used,1
16,non_comm,non_comm/DNA_Res/PMC3925395.nxml,3925395,24104396.0,10.1093/dnares/dst042,,2014,,29,The genes were analysed using BiNGO and the biological process terms showing significant enrichment are shown,,used,BiNGO,,SM6650,software,Results: Software used,1
17,non_comm,non_comm/Sci_Adv/PMC7428336.nxml,7428336,32851152.0,10.1126/sciadv.aav8207,,2020,CW-EPR on NTS1,30,"Nelder-Mead optimization in R was subsequently used to fit sine functions to (ΔH0)−1 (average of the two biological repeats) plotted against residue number (374 to 393) for all possible residue stretches, discarding results for stretches shorter than four residues",,used,R,,SM3,software,Results: Software used,1
18,non_comm,non_comm/J_Insect_Sci/PMC5633980.nxml,5633980,25399433.0,10.1093/jisesa/ieu041,,2014,Amino Acid Sequences of PxPAP Proteins and Phylogenetic Analysis,23,NetNGlyc and NetOGlyc programs suggest that there are 2 potential N-linked glycosylation and 13 potential O-linked glycosylation sites present in the amino acid sequence of pxPAP3,,used,NetNGlyc,,SM1076,software,Results: Software used,1
19,non_comm,non_comm/J_Exp_Med/PMC7201929.nxml,7201929,32302378.0,10.1084/jem.20191388,,2020,ChIP-seq,33,"Peaks were filtered in R-studio (using GenomeInfoDb and ChIP blacklist GenomicRanges packages) to remove reads with alternative annotations, mitochondrial DNA, or blacklist sites (Carroll et al., 2014).",,used,R-studio,,SM2235,software,Results: Software used,1
20,non_comm,non_comm/Biomed_Opt_Express/PMC3130576.nxml,3130576,21750767.0,10.1364/BOE.2.001893,,2011,fig_caption,3,The Fortran code was run by imposing nmax = and mmax = 15,,used,Fortran,,SM7574,software,Results: Software used,1
21,non_comm,non_comm/J_Cell_Biol/PMC4674279.nxml,4674279,26620909.0,10.1083/jcb.201505091,,2015,Immunofluorescence staining,42,"Confocal images were acquired using a microscope (LSM710; Carl Zeiss) equipped with 100× 1.40 NA oil objectives, with Immersol 518F (Carl Zeiss) as imaging medium and a camera (AxioCam HRc; Carl Zeiss) under the control of Zen 2008 software (Carl Zeiss)",,used,Zen,2008,SM7673,software,Results: Software used,1
22,non_comm,non_comm/FEBS_Open_Bio/PMC4556729.nxml,4556729,26380811.0,10.1016/j.fob.2015.08.001,,2015,TUNEL analysis,11,The number of apoptotic cells were counted and divided by the total number of cells per field of view using ImageJ software (National Institutes of Health).,,used,ImageJ,,SM25,software,Results: Software used,1
23,non_comm,non_comm/Poult_Sci/PMC6698187.nxml,6698187,30895317.0,10.3382/ps/pez122,,2019,MATERIALS AND METHODS,17,The authors provide a Mathematica file as supporting material,,used,Mathematica,,SM1791,software,Results: Software used,1
24,non_comm,non_comm/Meta_Gene/PMC8106235.nxml,8106235,33996501.0,10.1016/j.mgene.2021.100910,,2021,fig_caption,0,The BLAST results for the lowest expected value (E-value) (highest chance of targeting) are shown,,used,BLAST,,SM501,software,Results: Software used,1
25,non_comm,non_comm/Ann_Rehabil_Med/PMC7655223.nxml,7655223,32986945.0,10.5535/arm.19198,,2020,Statistical analysis,6,"All statistical analyses were estimated using SPSS version 25.0 (IBM SPSS, Armonk, NY, USA).",,used,SPSS,,SM165,software,Results: Software used,1
26,non_comm,non_comm/Nat_Genet/PMC4138798.nxml,4138798,25038751.0,10.1038/ng.3042,,2014,Gene Feature Annotation,34,"Genewise and Exonerate produced coding sequence models using marmoset and human UniProt, SwissProt/TrEMBL (see URLs) and RefSeq proteins mapped to the genome (Pmatch, Durbin, unpublished) (Supplementary Figures 6b, 6c)",,used,Genewise,,SM82578,software,Results: Software used,1
27,non_comm,non_comm/Nucleic_Acids_Res/PMC3367202.nxml,3367202,22362730.0,10.1093/nar/gks169,,2012,Replicated sequences in autosomes and sex chromosomes explain the effect of sex on autosomal SNPs,15,We used BLAST to search the entire genome for sequences exhibiting homology within the larger region corresponding to the restriction fragment containing the SNP,,used,BLAST,,SM501,software,Results: Software used,1
29,non_comm,non_comm/Medicine_(Baltimore)/PMC8257836.nxml,8257836,34190151.0,10.1097/MD.0000000000026336,,2021,Statistical analysis,16,"All analyses were performed by SPSS 25.0 (IBM Corp., Armonk, NY, USA) software",,used,SPSS,25,SM165,software,Results: Software used,1
30,non_comm,non_comm/Clin_Ophthalmol/PMC8435478.nxml,8435478,34526763.0,10.2147/OPTH.S324386,,2021,Introduction,4,"The purpose of this study is to assess the safety, aberrometric and keratometric changes, and stability of trans-epithelial topography-guided phototherapeutic keratectomy (TE-TG-PTK) using the ALLEGRO Topolyzer platform for the treatment of irregular astigmatism.",,used,ALLEGRO,,SM16067,software,Results: Software used,1
31,non_comm,non_comm/Cytometry_A/PMC8013522.nxml,8013522,33496367.0,10.1002/cyto.a.24317,,2021,Data analysis,16,The analysis of the large cohort of 184 patient samples shown in Figures 5 and 6 was performed using computational analysis pipelines implemented using open source algorithms in Python and R,,used,Python,,SM450,software,Results: Software used,1
32,non_comm,non_comm/Mol_Med_Rep/PMC5364968.nxml,5364968,28259986.0,10.3892/mmr.2017.6192,,2017,Venn diagram analysis of DEGs,6,Venny is an interactive tool used to compare lists with Venn diagrams (17),,used,Venny,,SM20385,software,Results: Software used,1
33,non_comm,non_comm/Nucleic_Acids_Res/PMC3965057.nxml,3965057,24259429.0,10.1093/nar/gkt1146,,2014,COBALT,43,"COBALT (22) is a multiple alignment algorithm for proteins that finds a collection of pair-wise constraints derived from both the NCBI Conserved Domain Database (CDD) and the sequence similarity programs RPS-BLAST, BLASTp and PHI-BLAST",,used,BLASTp,,SM1173,software,Results: Software used,1
34,non_comm,non_comm/iScience/PMC8184657.nxml,8184657,34142060.0,10.1016/j.isci.2021.102573,,2021,,31,Quantified using threshold and analyze particle function using Fiji (ImageJ) software (5 fields for each concentration of samples),,used,ImageJ,,SM25,software,Results: Software used,1
35,non_comm,non_comm/Saudi_J_Biol_Sci/PMC8459112.nxml,8459112,34588906.0,10.1016/j.sjbs.2021.06.048,,2021,,12,A three-dimensional (3D) homology model of the BRAF protein was designed using the Swiss Model homology modeling platform.,,used,Swiss Model,,SM14615,software,Results: Software used,1
36,non_comm,non_comm/Med_Sci_Monit/PMC7697664.nxml,7697664,33230092.0,10.12659/MSM.924699,,2020,Potential targets prediction of icariin and OP genes collection,2,"Then, the SDF file was input into the PharmMapper server () to predict the potential targets of icariin [16]",,used,PharmMapper,,SM30400,software,Results: Software used,1
37,non_comm,non_comm/J_Med_Signals_Sens/PMC5691560.nxml,5691560,29204378.0,,,2017,,7,"Unified Modeling Language diagram of the circular mitochondrial DNA Geant4 user application: Geant4 virtual classes (white), Geant4-implemented classes and interface to the ROOT analysis software (green)",,used,Geant4,,SM14684,software,Results: Software used,1
38,non_comm,non_comm/Infect_Drug_Resist/PMC5939923.nxml,5939923,29765237.0,10.2147/IDR.S147858,,2018,Genome assembly and comparative analysis,8,"All newly sequenced genomes were ordered on the basis of the reference genome with Mauve (version 2.3.1).17 For each genome, regions that were absent in the reference genome were extracted with custom Perl script, and were then searched against the SwissProt database using blastx (version 2.2.26).18 Possible genes associated with drug resistance were identified by the following criteria: identity ≥45%, e-value <1e-6, and coverage ≥70%.",,used,Mauve,,SM1417,software,Results: Software used,1
40,non_comm,non_comm/Clin_Microbiol_Infect/PMC7128322.nxml,7128322,,10.1111/j.1470-9465.2006.12_4_1427.x,,2015,P479 Analysis of mortality in septic shock patients,204,Statistical analyses were performed using SPSS (SPSS 11.0 inc,,used,SPSS,,SM165,software,Results: Software used,1
41,non_comm,non_comm/Virus_Res/PMC7172295.nxml,7172295,31082454.0,10.1016/j.virusres.2019.05.006,,2019,Discussion,30,"In the present study, we found that although strain LGD belongs to the GI-22 genotype, it was clearly separated from the other GI-22 reference strains on a phylogenetic tree, and that it shares <93.64% nucleotide identity with other GI-22 genotype reference strains, according to a BLAST comparison",,used,BLAST,,SM501,software,Results: Software used,1
43,non_comm,non_comm/Nucleic_Acids_Res/PMC3950705.nxml,3950705,24366879.0,10.1093/nar/gkt1314,,2014,Steady-state kinetic analysis of dCTP insertion by hRev1330−833,10,The products were then visualized using a Typhoon imager (GE Healthcare Life Sciences) and quantified using ImageJ software (33),,used,ImageJ,,SM25,software,Results: Software used,1
45,non_comm,non_comm/Int_J_Gen_Med/PMC8323863.nxml,8323863,34345183.0,10.2147/IJGM.S326402,,2021,paper_abstract,0,GO and KEGG analyses were performed by the DAVID software to predict the function of OVOLs co-expression genes,,used,DAVID,,SM637,software,Results: Software used,1
46,non_comm,non_comm/Theor_Appl_Genet/PMC2755743.nxml,2755743,18488187.0,10.1007/s00122-008-0777-4,,2008,Phylogenetic analysis,16,Phylogenetic analyses were conducted using MEGA version 2.1 (Kumar et al,,used,MEGA,,SM509,software,Results: Software used,1
47,non_comm,non_comm/Poult_Sci/PMC7598021.nxml,7598021,32868007.0,10.1016/j.psj.2020.05.031,,2020,,16,"Representative distribution of T2 relaxation time for normal breast (NORM), moderate woody breast (MOD), and severe woody breast (SEV) fillets based on CONTIN regularization analysis.",,used,CONTIN,,SM2490,software,Results: Software used,1
48,non_comm,non_comm/Nucleic_Acids_Res/PMC1751552.nxml,1751552,17135208.0,10.1093/nar/gkl936,,2007,ANALYZING FUNCTIONAL DATASETS,15,This tool is used to provide a high-level summary of the GO terms for a dataset and the output is a simple text file which can be charted in Excel to obtain publication quality figures.,,used,Excel,,SM201,software,Results: Software used,1
49,non_comm,non_comm/J/PMC8080211.nxml,8080211,,10.1007/s40031-021-00589-3,,2021,,58,"Analysis of accuracy, sensitivity and specificity of VGG 16 and MobileNet-v2 using ADAM and RMSprop optimizer",,used,MobileNet,,SM45762,software,Results: Software used,1
50,non_comm,non_comm/Hum_Genomics/PMC2742312.nxml,2742312,19403457.0,10.1186/1479-7364-3-3-221,,2009,fig_caption,1,The curves generated by the SPSS package [27] with different colours indicate the sensitivity and specificity of three different prediction models,,used,SPSS,,SM165,software,Results: Software used,1
51,non_comm,non_comm/RNA_Biol/PMC5711456.nxml,5711456,28102759.0,10.1080/15476286.2017.1279787,,2017,ENCODE RNA-seq,59,"Fragments Per Kilobase Of Exon Per Million Fragments Mapped (FPKM) values were calculated in Cufflinks (version 2.0.0), using the ENSEMBL GTF file (Homo_sapiens.GRCh37.75.gtf.gz, accessed on April 2nd, 2014) with the position of the antisense transcript (GRCh37/hg19, chr19: 46,270,855–46,276,570) manually included",,used,Cufflinks,,SM624,software,Results: Software used,1
52,non_comm,non_comm/Saudi_Pharm_J/PMC6733967.nxml,6733967,31516332.0,10.1016/j.jsps.2019.06.002,,2019,Statistical analysis,13,Statistical analysis was performed using the GraphPad Prism 6.0,,used,GraphPad Prism,6,SM45,software,Results: Software used,1
53,non_comm,non_comm/Transcription/PMC3646058.nxml,3646058,23412361.0,10.4161/trns.23305,,2013,Sequence Collection,30,"Rpb1 protein sequences were identified by BLASTP searches against the NCBI reference protein data set, using the human Rpb1 sequence (NCBI accession number NP_000928.1) as a query, and an initially defined e-value cutoff of 1e-30",,used,BLASTP,,SM504,software,Results: Software used,1
54,non_comm,non_comm/J_Cell_Biol/PMC3241723.nxml,3241723,22162136.0,10.1083/jcb.201104057,,2011,Image processing,41,XZ transverse images were also processed from raw 4D datasets with Volocity or ImageJ,,used,Volocity,,SM7665,software,Results: Software used,1
55,non_comm,non_comm/Infect_Genet_Evol/PMC8035043.nxml,8035043,33545393.0,10.1016/j.meegid.2021.104752,,2021,,3,"Phylogenetic analysis of 14 Pakistani sequence isolates of SARS-CoV-2, was performed using Galaxy server",,used,Galaxy,,SM6355,software,Results: Software used,1
56,non_comm,non_comm/Mol_Biol_Evol/PMC6107063.nxml,6107063,29931083.0,10.1093/molbev/msy126,,2018,Introduction,2,"Except for LAMP-LD that uses statistical parameters only, RFMIX and HAPMIX require biological information such as genetic map, which can be difficult to provide for nonmodel species",,mention,HAPMIX,,SM82388,software,Background: About software,2
57,non_comm,non_comm/J_Cell_Biol/PMC3471233.nxml,3471233,23045552.0,10.1083/jcb.201203091,,2012,Statistical analysis,45,"All statistical analysis was performed with GraphPad Prism V5 (GraphPad Software, Inc.)",,used,GraphPad Prism,,SM45,software,Results: Software used,1
58,non_comm,non_comm/Nat_Sustain/PMC6217978.nxml,6217978,30411000.0,10.1038/s41893-018-0150-9,,2018,Data analysis,31,"We used the BioMart data mining tool within the Ensembl genome browser (http://www.ensembl.org/biomart/martview/) and the Galgal5 assembly of the chicken reference genome to identify the genes located in the candidate genomic regions for rose comb, ascarids and lice parasitism resistance, as well as in selective sweep regions.",,used,BioMart,,SM16095,software,Results: Software used,1
59,non_comm,non_comm/Nurs_Open/PMC6805268.nxml,6805268,31660173.0,10.1002/nop2.343,,2019,paper_abstract,0,Hermeneutic analysis of qualitative data and SPSS were used for descriptive analysis of the quantitative data,,used,SPSS,,SM165,software,Results: Software used,1
60,non_comm,non_comm/Mol_Biol_Evol/PMC6993858.nxml,6993858,31580446.0,10.1093/molbev/msz221,,2020,Mapping of Protein RNA-Binding Sites,42,"Bowtie2 v2.2.3 in end-to-end mode (Langmead and Salzberg 2012) was used to align CLIP-seq data (22–40 bp long) against 5′-UTR, open reading frame (ORF), and 3′-UTR from 4,415 coding transcripts of the reference genome (version R57-1-1, downloaded from http://- www.yeastgenome.org; last accessed June 2017) and (Nagalakshmi et al",,used,Bowtie2,,SM1012,software,Results: Software used,1
62,non_comm,non_comm/World_J_Gastroenterol/PMC5859223.nxml,5859223,29568201.0,10.3748/wjg.v24.i11.1206,,2018,Research methods,35,"The target genes of the three miRNAs (miR-145-3p, miR-125b-5p, and miR-99a-5p) were predicted with the online tools of TargetScan, miRDB, miRWalk, and DIANA",,used,miRDB,,SM27662,software,Results: Software used,1
63,non_comm,non_comm/Mol_Genet_Genomic_Med/PMC8077093.nxml,8077093,33560599.0,10.1002/mgg3.1583,,2021,DISCUSSION,26,"Then functional prediction was given to the c.694A>G(p.T232A) using SIFT and PolyPhen‐2, which indicated that such variation may affect the function of organic cation transporter (SIFT Score = 0.007, damaging; PolyPhen‐2 Score = 0.516, possibly damaging)",,used,SIFT,,SM1305,software,Results: Software used,1
64,non_comm,non_comm/Mol_Biol_Evol/PMC5850867.nxml,5850867,29177474.0,10.1093/molbev/msx302,,2018,Tree Topology,44,"RAxML-generated or RAxML/ExaML-published trees were identical or highly similar to the best ML trees, with the largest nRF distance being 0.064",,used,ExaML,,SM4040,software,Results: Software used,1
65,non_comm,non_comm/Oncol_Lett/PMC8114465.nxml,8114465,33986868.0,10.3892/ol.2021.12768,,2021,HOXA5 is a direct target of miR-891a-5p in the NSCLC cells,17,"According to the results of the TargetScan online analysis, HOXA5 was predicted to be a target of miR-891a-5p, with a complementary sequence at its 3′-UTR (Fig",,used,TargetScan,,SM4935,software,Results: Software used,1
66,non_comm,non_comm/Pediatr_Pulmonol/PMC7159391.nxml,7159391,27653516.0,10.1002/ppul.23576,,2016,,5564,We collected sputum and used REDCap to record clinical data at enrollment,,used,REDCap,,SM3693,software,Results: Software used,1
67,non_comm,non_comm/Mol_Med_Rep/PMC5482202.nxml,5482202,28560417.0,10.3892/mmr.2017.6616,,2017,Signaling pathways analysis in unstable plaque-associated cell types of UA patients treated with statins,12,These genes were then entered into the DAVID platform and the signaling pathways in the PANTHER database,,used,DAVID,,SM637,software,Results: Software used,1
68,non_comm,non_comm/J_Family_Med_Prim_Care/PMC7380749.nxml,7380749,32754496.0,10.4103/jfmpc.jfmpc_266_20,,2020,Statistical methods,12,"Statistical analysis used IBM SPSS Statistics, version 20.0",,used,SPSS Statistics,,SM193,software,Results: Software used,1
69,non_comm,non_comm/Br_J_Surg/PMC8135652.nxml,8135652,,10.1093/bjs/znab134.167,,2021,paper_abstract,0,"Method Microsoft Teams was used in our department with two separate streams of weekly education; journal club with focus on developing critical evaluation skills, and a case based in depth discussion forum to develop presentation skills and evidence based management",,used,Microsoft Teams,,SM7547,software,Results: Software used,1
70,non_comm,non_comm/Oncol_Rep/PMC8424488.nxml,8424488,34458926.0,10.3892/or.2021.8175,,2021,fig_caption,1,The protein ratios were calculated following densitometric analysis using ImageJ software,,used,ImageJ,,SM25,software,Results: Software used,1
